method,score_origin,grid,split,q,nominal_fraction,risk,mean_atom_fraction,precision,iou
atom_occlusion,P20_frozen_cache,exact_integer,test,85,0.85,0.031459360286686666,0.8676236887169189,0.3070181304427059,0.2999071195464549
atom_occlusion,P20_frozen_cache,exact_integer,test,86,0.86,0.028788630506122993,0.8784812224046892,0.3046253365238099,0.29822006439003074
atom_occlusion,P20_frozen_cache,exact_integer,test,87,0.87,0.02561758770300598,0.8904370274722195,0.30209712903982944,0.2963721244309431
atom_occlusion,P20_frozen_cache,exact_integer,test,88,0.88,0.023312176373483335,0.899076761094537,0.3002905459874658,0.29507895183791527
atom_occlusion,P20_frozen_cache,exact_integer,test,89,0.89,0.020637913870070787,0.9101769965164278,0.2979470413608684,0.2934275965915764
atom_occlusion,P20_frozen_cache,exact_integer,test,90,0.9,0.01923546416178419,0.915582815624,0.2969189316900248,0.2927297205477103
atom_occlusion,P20_frozen_cache,exact_integer,test,91,0.91,0.01572026115240548,0.9300625897251636,0.29393473140930854,0.2905284488629788
atom_occlusion,P20_frozen_cache,exact_integer,test,92,0.92,0.013362046026068997,0.9404097268024115,0.2917138987309413,0.28876778299867895
atom_occlusion,P20_frozen_cache,exact_integer,test,93,0.93,0.011266653310478051,0.9498418368168653,0.2898961092399968,0.28748904102646605
atom_occlusion,P20_frozen_cache,exact_integer,test,94,0.94,0.009497207362195578,0.9569181537892284,0.2887411729399249,0.2867647222072442
atom_occlusion,P20_frozen_cache,exact_integer,test,95,0.95,0.007919594721431,0.964663473422934,0.28704011899993925,0.2854093218869559
atom_occlusion,P20_frozen_cache,exact_integer,test,96,0.96,0.0038063572265934695,0.9828459221633368,0.28302333666020907,0.2821281299266015
